PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
25457782,1532-6500,2015,Journal of shoulder and elbow surgery,J Shoulder Elbow Surg,United States,2.730,2.048,3.089,Delaminated rotator cuff tear: extension of delamination and cuff integrity after arthroscopic rotator cuff repair.,"(South Korea, United States)",4,-,"cuff integrity, Delamination, rotator cuff tear, extension",Orthopedics; Sport Sciences; Surgery,Orthopedics; Sport Sciences; Surgery,"Tomography, X-Ray Computed, Male, Wound Healing, Rotator Cuff Injuries, Middle Aged, Arthroscopy, Humans, (Rotator Cuff/diagnostic imaging/surgery), Recurrence, Arthrography, Female, Treatment Outcome, Aged, Retrospective Studies",6,1,16.67,No,No
25446254,1873-3913,2015,Cellular signalling,Cell. Signal.,England,3.937,3.824,4.121,TRAIL activates JNK and NF-κB through RIP1-dependent and -independent pathways.,United States,14,( NCI NIH HHS / United States ),"NF-κB, Caspase-8, Apoptosis, cFLIP, TRAIL, RIP1",Cell Biology,Cell Biology,"(JNK Mitogen-Activated Protein Kinases/metabolism), (NF-kappa B/metabolism), (CASP8 and FADD-Like Apoptosis Regulating Protein/genetics/metabolism), (RNA-Binding Proteins/genetics/metabolism), (Nuclear Pore Complex Proteins/deficiency/genetics/metabolism), Humans, (Recombinant Proteins/biosynthesis/genetics/pharmacology), (Inhibitor of Apoptosis Proteins/metabolism), (Transcriptional Activation/drug effects), (I-kappa B Kinase/genetics/metabolism), (TNF Receptor-Associated Factor 2/metabolism), (Ubiquitin-Protein Ligases/metabolism), (MAP Kinase Kinase Kinase 1/metabolism), Baculoviral IAP Repeat-Containing 3 Protein, (Signal Transduction/drug effects), (TNF-Related Apoptosis-Inducing Ligand/genetics/metabolism/pharmacology), (Ubiquitination/drug effects), HEK293 Cells, Jurkat Cells, Cell Line, Tumor",6,1,16.67,No,No
25441506,1557-9867,2014,Neuroimaging clinics of North America,Neuroimaging Clin. N. Am.,United States,1.325,1.325,1.455,Resting-state blood oxygen level-dependent functional magnetic resonance imaging for presurgical planning.,United States,4,"( NCI NIH HHS / United States ) , ( NINDS NIH HHS / United States )","Functional MR imaging, Eloquent cortex, rsfMR imaging, MLP, RSNs, Multilayered perceptron, Resting-state networks, Resting-state functional MR imaging","Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging","Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging","(Oxygen/blood), (Brain Mapping/methods), (Preoperative Care/methods), (Nerve Net/physiopathology/surgery), Humans, Rest, (Magnetic Resonance Imaging/methods), (Brain/physiopathology/surgery)",7,1,14.29,No,No
25441284,1542-2224,2015,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Effect of obesity on arthroscopic treatment of anterolateral impingement syndrome of the ankle.,Iran,3,-,"obesity, arthroscopy, chondral lesion, anterolateral impingement syndrome of the ankle",Orthopedics; Surgery,Orthopedics; Surgery,"Arthroscopy, Middle Aged, (Ankle Joint/surgery), Humans, Adult, Female, (Ankle Injuries/diagnosis/surgery), Male, (Obesity/complications)",5,1,20.00,No,No
25441266,1542-2224,2016,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Oncogenic Osteomalacia From a Primary Phosphaturic Mesenchymal Tumor of the Toe: A Case Report.,United States,0,-,"alkaline phosphatase, tumor-induced osteomalacia, paraneoplastic syndrome, fibroblast growth factor 23 (FGF-23), phosphate, vitamin D",Orthopedics; Surgery,Orthopedics; Surgery,"(Hypophosphatemia/etiology), Middle Aged, Humans, (Toes/pathology), (Bone Neoplasms/complications/diagnostic imaging/surgery), (Neoplasms, Connective Tissue/complications/diagnostic imaging/etiology/pathology/surgery), Male, (Paraneoplastic Syndromes/diagnostic imaging/etiology/pathology/surgery)",2,1,50.00,Yes,No
25440477,1879-1883,2014,American journal of surgery,Am. J. Surg.,United States,2.612,2.472,2.823,A comparison of postoperative effects of bariatric surgery on medical markers of morbidity.,United States,6,-,"Cardiovascular risk, Obesity, Cholesterol, LDL particle, Bariatric surgery",Surgery,Surgery,"(Hyperlipidemias/blood/prevention & control), Male, Bariatric Surgery, (Hypertension/blood/prevention & control), Humans, Weight Loss, Laparoscopy, (Obesity, Morbid/blood/surgery), (Biomarkers/blood), Female, (Glycated Hemoglobin A/metabolism), Morbidity, Retrospective Studies, (Coronary Artery Disease/blood/prevention & control), (Lipids/blood)",6,1,16.67,No,No
25438280,1531-5053,2014,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Custom facial reconstruction for osteosarcoma of the jaw.,,0,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","(Jaw Neoplasms/surgery), Humans, Adult, Female, (Reconstructive Surgical Procedures/methods), (Face/surgery), (Osteosarcoma/surgery)",4,1,25.00,Yes,No
25436084,2008-126X,2014,Basic and clinical neuroscience,Basic Clin Neurosci,Iran,,,,"Termination of Nociceptive Bahaviour at the End of Phase 2 of Formalin Test is Attributable to Endogenous Inhibitory Mechanisms, but not by Opioid Receptors Activation.",Iran,,-,"Formalin Test, Nociception, Naloxone",,,-,4,1,25.00,No,No
27524948,1554-7914,2014,Gastroenterology & hepatology,Gastroenterol Hepatol (N Y),United States,,,,Assessment of Physicians' Perceived Risk of Inflammatory Bowel Disease Medications in Pregnant Patients.,United States,,-,"pregnancy, biologies, thiopurines, Inflammatory bowel disease",,,-,5,2,40.00,Yes,No
25422736,2008-384X,2014,Iranian journal of neurology,Iran J Neurol,Iran,,,,Knowledge and attitude assessment of Iranian multiple sclerosis patients receiving interferon beta.,Iran,,-,"Attitude, Internal Consistency, Knowledge, Interferon-Beta, Multiple Sclerosis",,,-,8,1,12.50,No,No
25422658,1735-1995,2014,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,J Res Med Sci,India,1.237,1.133,1.133,Comparison the effectiveness of aripiprazole and risperidone for the treatment of acute bipolar mania.,Iran,1,-,"risperidone, mania, Aripiprazole",General & Internal Medicine,"Medicine, General & Internal",-,5,1,20.00,Yes,No
25422653,1735-1995,2014,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,J Res Med Sci,India,1.237,1.133,1.133,Multistrain probiotic and lactulose in the treatment of minimal hepatic encephalopathy.,Iran,8,-,"synbiotics, lactulose, probiotics, prebiotics, Hepatic encephalopathy",General & Internal Medicine,"Medicine, General & Internal",-,9,2,22.22,No,No
25417977,1743-498X,2014,The clinical teacher,Clin Teach,England,,,,Medical student dress code in the orthopaedic out-patient department.,United Kingdom,,-,-,,,"(Orthopedics/education), Surveys and Questionnaires, Students, Medical, Outpatient Clinics, Hospital, Humans, United Kingdom, Education, Medical, Undergraduate, Female, Patient Preference, Male, Clothing",1,1,100.00,Yes,Yes
25412344,2168-6173,2015,JAMA ophthalmology,JAMA Ophthalmol,United States,5.625,5.237,5.425,Telemedicine screening for cytomegalovirus retinitis at the point of care for human immunodeficiency virus infection.,Thailand,7,( NEI NIH HHS / United States ),-,Ophthalmology,Ophthalmology,"(Telemedicine/methods), (AIDS-Related Opportunistic Infections/diagnosis/epidemiology), Visual Acuity, Incidence, Humans, Reproducibility of Results, Retrospective Studies, (Retina/pathology), Adult, Female, Point-of-Care Systems, (Thailand/epidemiology), (Cytomegalovirus Retinitis/diagnosis/epidemiology), Male, (Mass Screening/methods), Follow-Up Studies",13,1,7.69,No,No
25409353,1447-4514,2014,Communicable diseases intelligence quarterly report,Commun Dis Intell Q Rep,Australia,,,,"Rotavirus gastroenteritis hospitalisations following introduction of vaccination, Canberra.",Australia,,-,-,,,"(Gastroenteritis/epidemiology/prevention & control/virology), Hospitalization, Rotavirus, Vaccination, Retrospective Studies, Humans, Infant, (Australian Capital Territory/epidemiology), Population Surveillance, Clinical Audit, (Rotavirus Infections/epidemiology/prevention & control), Female, Infant, Newborn, (Rotavirus Vaccines/immunology), Male, Child, Preschool",2,1,50.00,Yes,No
25405141,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,"Anti-cyclic citrullinated peptide antibodies in ulcerative colitis, and its relation with disease activity.",Iran,,-,"Inflammatory bowel disease, Extra-intestinal manifestation, Anti-CCP, Ulcerative colitis",,,-,6,2,33.33,No,No
25405131,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Perioperative antibiotic prophylaxis in elective surgeries in Iran.,Iran,,-,"Elective surgery, Hospital, Antibiotic prophylaxis",,,-,2,1,50.00,No,No
25405122,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Retroperitoneal bronchogenic cyst: a case report.,Iran,,-,"adrenal, retroperitoneum, bronchogenic cyst",,,-,4,2,50.00,No,No
25405121,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,"An unusual, giant and benign condyloma acuminatum lesion on the genital area for more than a decade.",Iran,,-,"Human papilloma virus, Condyloma acuminatum, Genital wart, Typing",,,-,5,1,20.00,No,No
25405118,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,"Assessment of surgical site infection risk factors at Imam Reza hospital, Mashhad, Iran between 2006 and 2011.",Iran,,-,"International Classification of Diseases, Surgical Wound Infection, Risk factor, Contamination",,,-,3,1,33.33,No,No
25405110,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Human chorionic gonadotrophin as an indicator of persistent gestational trophoblastic neoplasia.,Iran,,-,"Chemotherapy, β-HCG, Molar pregnancy, Gestational trophoblastic neoplasia",,,-,6,1,16.67,No,No
25404437,1681-7168,2014,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Reference intervals for free T3 and free T4 in Pakistani euthyroid patients: effect of age and gender on thyroid function.,,1,-,-,General & Internal Medicine,"Medicine, General & Internal","Young Adult, Adolescent, Sex Distribution, Hematologic Tests, (Triiodothyronine/blood), Child, Preschool, Reference Values, (Thyroid Gland/physiology), Middle Aged, (Thyroxine/blood), Adult, Child, (Thyroid Function Tests/standards/statistics & numerical data), Radioimmunoassay, Infant, Newborn, Male, Infant, (Goiter, Nodular/blood), Humans, Cross-Sectional Studies, Female, Aged, Age Distribution",5,1,20.00,No,No
25401206,1542-538X,2014,Orthopedic nursing,Orthop Nurs,United States,0.375,0.361,0.634,Measuring outcomes in orthopaedics: implementation of an outcomes program in an outpatient orthopaedic practice.,United States,0,-,-,Nursing; Orthopedics,Nursing; Orthopedics,"Quality of Health Care, Chicago, Humans, Outpatients, Orthopedics, Treatment Outcome",6,1,16.67,No,No
25400671,1735-9066,2014,Iranian journal of nursing and midwifery research,Iran J Nurs Midwifery Res,India,,,,Association between women's autonomy and family planning outcome in couples residing in Isfahan.,Iran,,-,"Autonomy, Iran, contraception, family planning, physical mobility, decision making, women",,,-,3,1,33.33,No,No
25398170,1764-1489,2014,European annals of allergy and clinical immunology,Eur Ann Allergy Clin Immunol,Italy,,,,The importance of educating subjects entitled to use an adrenaline auto-injector for self-administration.,Italy,,-,"compliance to treatment, adrenaline, Anaphylaxis",,,"Patient Education as Topic, (Self Administration/instrumentation), (Injections/instrumentation), Humans, (Epinephrine/administration & dosage)",4,1,25.00,No,No
25393577,2168-619X,2014,JAMA otolaryngology-- head & neck surgery,JAMA Otolaryngol Head Neck Surg,United States,2.951,2.717,2.986,Epidemiology and treatment of lacrimal gland tumors: a population-based cohort analysis.,United States,18,( PHS HHS / United States ),-,Otorhinolaryngology; Surgery,Otorhinolaryngology; Surgery,"Male, Adolescent, (Carcinoma/epidemiology/pathology/therapy), Middle Aged, Cohort Studies, Incidence, Humans, Survival Rate, Lacrimal Apparatus, (United States/epidemiology), Aged, 80 and over, Adult, Female, Child, SEER Program, Aged, (Eye Neoplasms/epidemiology/pathology/therapy), Child, Preschool, Young Adult",5,1,20.00,No,No
25393469,0300-8495,2014,Australian family physician,Aust Fam Physician,Australia,0.852,0.640,1.013,Diabetes clinic attendance improves diabetes management in an urban Aboriginal and Torres Strait Islander population.,Australia,0,-,-,General & Internal Medicine,"Primary Health Care; Medicine, General & Internal","Australia, Medical Audit, Middle Aged, (Community Health Services/utilization), Humans, (Diabetes Mellitus, Type 2/ethnology/therapy), Urban Population, Oceanic Ancestry Group, Female, Treatment Outcome, Patient Compliance, Male, Retrospective Studies",3,1,33.33,Yes,No
25392449,1715-5258,2014,Canadian family physician Medecin de famille canadien,Can Fam Physician,Canada,1.908,1.449,2.029,Cirque du Monde as a health intervention: perceptions of medical students and social circus experts.,,1,-,-,General & Internal Medicine,"Primary Health Care; Medicine, General & Internal","Health Behavior, Art, Self Efficacy, Adolescent, Students, Medical, Attitude of Health Personnel, Humans, Individuation, Social Participation, (Mental Disorders/therapy), Child, Aspirations (Psychology), Risk-Taking",9,3,33.33,Yes,No
25386457,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Can Metabotropic Glutamate Receptor 7 (mGluR 7) be a Novel Target for Analgesia?,India,,-,"Hot plate test, Analgesia, Tail flick test, Metabotropic",,,-,7,1,14.29,No,No
25386421,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,"""Is there an Association Between Self-Reported Sleep Duration, Body Mass Index and Waist-Hip Ratio in Young Adults? A Cross-Sectional Pilot Study"".",India,,-,"Malaysia, Waist-hip ratio, Medical students, Sleep, Body mass index",,,-,6,2,33.33,No,No
25371444,1440-1665,2014,Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,Australas Psychiatry,England,0.829,0.695,0.819,Reducing mental illness stigma in health care students and professionals: a review of the literature.,Australia,15,-,"stigma, healthcare professionals, health care students, prejudice, mental illness",Psychiatry,Psychiatry,"Attitude of Health Personnel, Humans, Social Stigma, (Students, Health Occupations/psychology), (Mental Disorders/psychology)",1,1,100.00,Yes,Yes
25362039,1875-8908,2015,Journal of Alzheimer's disease : JAD,J. Alzheimers Dis.,Netherlands,3.731,3.260,3.804,Relation between uric acid and Alzheimer's disease in elderly Jordanians.,Jordan,16,-,"Aging, lipid profile, biomarkers, cholesterol, dementia, uric acid, Alzheimer's disease",Neurosciences & Neurology,Neurosciences,"Male, Mental Status Schedule, (Alzheimer Disease/blood/complications), Middle Aged, Humans, (Cognition Disorders/etiology), Neuropsychological Tests, Aged, 80 and over, Jordan, Geriatrics, Female, Aged, (Uric Acid/blood), (Lipids/blood)",7,3,42.86,No,No
25351424,0036-9330,2014,Scottish medical journal,Scott Med J,Scotland,0.510,0.510,0.667,Familial tumoral calcinosis.,"(Sudan, United Arab Emirates)",1,-,"calcinosis, metabolic, paediatrics, Familial",General & Internal Medicine,"Medicine, General & Internal","(Fibroblast Growth Factors/genetics), Pedigree, Quality of Life, (Calcinosis/diagnosis/drug therapy/genetics/metabolism), Humans, (Calcium Phosphates/metabolism), Recurrence, Female, (Acetazolamide/therapeutic use), Treatment Outcome, Male, (Carbonic Anhydrase Inhibitors/therapeutic use)",3,1,33.33,No,No
25327910,1681-7168,2014,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,"Gender and stress perception based differences in BMI, hormonal response and appetite in adult Pakistani population.",Pakistan,1,-,-,General & Internal Medicine,"Medicine, General & Internal","(Leptin/blood/metabolism), Multivariate Analysis, (Hydrocortisone/blood), Pakistan, Middle Aged, Humans, (Stress, Psychological/blood), Adult, Female, (Serotonin/blood), Appetite, Male, Analysis of Variance, Body Mass Index",5,3,60.00,No,No
25320702,2251-7251,2014,Iranian journal of otorhinolaryngology,Iran J Otorhinolaryngol,Iran,,,,The prevalence of allergic rhinitis in patients with chronic rhinosinusitis.,Iran,,-,"Chronic rhinosinusitis, Allergy, Polyposis, Skin prick test",,,-,6,2,33.33,No,No
25320696,2251-7251,2014,Iranian journal of otorhinolaryngology,Iran J Otorhinolaryngol,Iran,,,,The Effect of Adenotonsillectomy on Children's Quality of life.,Iran,,-,"Adenotonsillar hypertrophy, Sleep disorders., Behavior, Adenotonsillectomy",,,-,5,1,20.00,No,No
25319501,1474-547X,2015,"Lancet (London, England)",Lancet,England,47.831,46.465,48.082,T cells expressing CD19 chimeric antigen receptors for acute lymphoblastic leukaemia in children and young adults: a phase 1 dose-escalation trial.,United States,624,( Intramural NIH HHS / United States ),-,General & Internal Medicine,"Medicine, General & Internal","Cell- and Tissue-Based Therapy, (T-Lymphocytes/immunology/transplantation), Infant, (Lymphoma, Non-Hodgkin/therapy), Treatment Outcome, Adolescent, Receptors, Antigen, T-Cell, Cohort Studies, Feasibility Studies, Humans, (Precursor Cell Lymphoblastic Leukemia-Lymphoma/therapy), Young Adult, Antigens, CD19, Adult, Female, Child, Chimera, Male, Child, Preschool",19,1,5.26,No,No
25319123,1440-1665,2014,Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,Australas Psychiatry,England,0.829,0.695,0.819,Perspectives on the Mental Health Act 2014 (Vic).,Australia,1,-,"human rights, law, legislation, Mental Health Tribunal, Mental Health Act",Psychiatry,Psychiatry,"(Commitment of Mentally Ill/legislation & jurisprudence), Humans, Victoria, Physician's Role, (Patient Rights/legislation & jurisprudence), (Consumer Advocacy/legislation & jurisprudence), (Patient Advocacy/legislation & jurisprudence), (Mental Health Services/legislation & jurisprudence)",3,1,33.33,Yes,No
25317509,2168-619X,2014,JAMA otolaryngology-- head & neck surgery,JAMA Otolaryngol Head Neck Surg,United States,2.951,2.717,2.986,The reliability of clinical tonsil size grading in children.,Canada,6,-,-,Otorhinolaryngology; Surgery,Otorhinolaryngology; Surgery,"Adolescent, Humans, Observer Variation, (Palatine Tonsil/pathology), Organ Size, Cross-Sectional Studies, Female, Child, Male, Child, Preschool",7,2,28.57,Yes,No
25317002,0976-7800,2014,Journal of mid-life health,J Midlife Health,India,,,,"Prevalence and correlates of fear of falling among elderly population in urban area of Karnataka, India.",India,,-,"fall prevention, prevalence, Correlates, elderly, fear of falling",,,-,4,1,25.00,No,No
25316764,1715-5258,2014,Canadian family physician Medecin de famille canadien,Can Fam Physician,Canada,1.908,1.449,2.029,Incidence of narcotic abuse during pregnancy in northwestern Ontario: three-year prospective cohort study.,,10,-,-,General & Internal Medicine,"Primary Health Care; Medicine, General & Internal","(Indians, North American/ethnology), (Substance-Related Disorders/epidemiology), Prospective Studies, (Opioid-Related Disorders/epidemiology), Incidence, Humans, (Pregnancy Complications/epidemiology), Adult, Female, (Narcotics/toxicity), Pregnancy, (Ontario/epidemiology), (Neonatal Abstinence Syndrome/epidemiology)",13,2,15.38,No,No
25315311,1531-5053,2014,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Three-dimensional virtual surgery accuracy for free fibula mandibular reconstruction: planned versus actual results.,,35,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","Imaging, Three-Dimensional, Male, Middle Aged, Humans, (Mandible/surgery), Tomography, X-Ray Computed, Aged, 80 and over, Adult, Female, User-Computer Interface, Surgery, Oral, Aged, Retrospective Studies, Reconstructive Surgical Procedures",5,2,40.00,No,No
25313310,1687-9260,2014,International journal of rheumatology,Int J Rheumatol,United States,,,,Linguistic Validation of the LupusQoL for the Assessment of Quality of Life in Iranian Patients with Systemic Lupus Erythematosus.,Iran,,-,-,,,-,4,2,50.00,Yes,No
25302208,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Using VARK Approach for Assessing Preferred Learning Styles of First Year Medical Sciences Students: A Survey from Iran.,Iran,,-,"Quad modal, Aural, Kinesthetic",,,-,8,1,12.50,No,No
25302202,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Malignant melanoma of the external auditory canal.,India,,-,"HMB 45, IHC, Melanoma, Malignant, External auditory canal",,,-,5,1,20.00,Yes,No
25302185,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Effect of Isometric Exercise on QTc Interval.,India,,-,"Autonomic nervous system, Sudden cardiac death, Isometric exercise, QTc interval",,,-,5,1,20.00,No,No
25298934,2229-516X,2014,International journal of applied & basic medical research,Int J Appl Basic Med Res,India,,,,A study of calcaneal enthesophytes (spurs) in Indian population.,India,,-,"Dorsal spur, plantar spur, talar articular facets",,,-,3,1,33.33,No,No
25295155,2008-384X,2014,Iranian journal of neurology,Iran J Neurol,Iran,,,,"Fatigue, depression, and physical impairment in multiple sclerosis.",Iran,,-,"Physical impairment, Iran, Multiple Sclerosis, Fatigue, Depression",,,-,5,1,20.00,No,No
25295152,2008-384X,2014,Iranian journal of neurology,Iran J Neurol,Iran,,,,Parkinsonism associated with multiple sclerosis: A report of eight new cases and a review on the literature.,Iran,,-,"Magnetic Resonance Imaging, Extrapyramidal Signs, Parkinsonism, Movement Disorders, Multiple Sclerosis",,,-,4,3,75.00,No,No
25291610,1750-8460,2014,"British journal of hospital medicine (London, England : 2005)",Br J Hosp Med (Lond),England,0.308,0.287,0.313,Awareness under general anaesthesia.,United Kingdom,2,-,-,General & Internal Medicine,"Medicine, General & Internal","Risk Assessment, (Intraoperative Awareness/diagnosis/epidemiology/etiology/prevention & control), Incidence, Humans, (Anesthesia, General/adverse effects/methods), (Monitoring, Intraoperative/methods), Risk Factors",2,1,50.00,Yes,No
25288421,1544-5208,2014,Health affairs (Project Hope),Health Aff (Millwood),United States,4.980,4.523,5.626,"Existing FDA pathways have potential to ensure early access to, and appropriate use of, specialty drugs.",United States,8,( AHRQ HHS / United States ),"Pharmaceuticals, Cost of Health Care, Legal/Regulatory Issues",Health Care Sciences & Services,Health Care Sciences & Services; Health Policy & Services,"(Prescription Drugs/supply & distribution/therapeutic use), Time Factors, Humans, (United States Food and Drug Administration/organization & administration), United States, (Drug Approval/methods/organization & administration)",4,1,25.00,No,No
25281590,1545-1534,2014,Wilderness & environmental medicine,Wilderness Environ Med,United States,0.694,0.547,0.883,New Zealand land search and rescue operations: an analysis of medical and traumatic conditions.,"(New Zealand, United States)",1,-,"injury, New Zealand, illness, search, rescue","Public, Environmental & Occupational Health; Sport Sciences","Public, Environmental & Occupational Health; Sport Sciences","(New Zealand/epidemiology), Young Adult, Police, Adolescent, Sex Distribution, Urban Population, Aged, 80 and over, Child, Preschool, Middle Aged, Databases, Factual, (Rescue Work/statistics & numerical data), Adult, Child, Rural Population, (Cognition Disorders/epidemiology), (Emergency Medical Services/statistics & numerical data), Male, Humans, (Wounds and Injuries/epidemiology), Female, (Accidents/statistics & numerical data), Aged, (Sports/statistics & numerical data)",2,1,50.00,No,No
25276389,2072-1439,2014,Journal of thoracic disease,J Thorac Dis,China,2.365,2.030,Not Available,"Primary pleural liposarcoma, pleomorphic variant.",Colombia,0,-,"thoracic computer tomography, Primary pleural liposarcoma (PPL), pleomorphic variant, pleural neoplasms",Respiratory System,Respiratory System,-,4,1,25.00,No,No
25270544,1527-330X,2014,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,An alternative outpatient care model: postoperative guest suite-based care.,United States,6,-,"outpatient surgery, patient safety, body contouring, outpatient",Surgery,Surgery,"Male, (Ambulatory Surgical Procedures/nursing), Humans, (Reconstructive Surgical Procedures/nursing), Risk Factors, (Texas/epidemiology), (Postoperative Complications/epidemiology/prevention & control), Young Adult, Adult, Female, Middle Aged, (Postoperative Care/methods/nursing), Aged, (Ambulatory Care/methods), Retrospective Studies, (Patient Education as Topic/methods)",11,3,27.27,Yes,No
25262839,1542-2224,2015,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Branching patterns of the superficial peroneal nerve: implications for ankle arthroscopy and for anterolateral surgical approaches to the ankle.,United States,4,-,"ankle arthroscopy, medial dorsal cutaneous nerve, complication, surgical incision, intermediate dorsal cutaneous nerve, superficial peroneal nerve",Orthopedics; Surgery,Orthopedics; Surgery,"(Ankle Joint/innervation/surgery), Male, Postoperative Complications, Middle Aged, Arthroscopy, Humans, Cadaver, Aged, 80 and over, Female, Aged, (Peroneal Nerve/anatomy & histology/injuries)",3,1,33.33,Yes,No
25254015,1642-395X,2014,Postepy dermatologii i alergologii,Postepy Dermatol Alergol,Poland,1.683,1.223,1.028,Bullous pyoderma gangrenosum associated with pancytopenia of unknown origin.,Poland,5,-,"pancytopenia, bullous pyoderma gangrenosum",Allergy; Dermatology,Allergy; Dermatology,-,9,2,22.22,Yes,No
25252884,1471-2393,2014,BMC pregnancy and childbirth,BMC Pregnancy Childbirth,England,2.263,2.031,2.726,Is the mothers' country of birth associated with the sex of their offspring in England and Wales from 2007 to 2011?,,0,-,-,Obstetrics & Gynecology,Obstetrics & Gynecology,"(South America/ethnology), (Africa, Western/ethnology), (England/epidemiology), Live Birth, Humans, (India/ethnology), (Asia, Southeastern/ethnology), (Wales/epidemiology), Sex Ratio, Female, Infant, Newborn, (Middle East/ethnology), Male, (Africa, Eastern/ethnology)",2,1,50.00,Yes,No
25250751,1938-808X,2014,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,A first step toward understanding best practices in leadership training in undergraduate medical education: a systematic review.,United States,17,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Education, Medical, Undergraduate/standards), Young Adult, (Faculty, Medical/organization & administration), Curriculum, Humans, United States, Leadership, Female, Quality Control, Educational Measurement, Male, Evidence-Based Medicine",7,3,42.86,Yes,No
25250748,1938-808X,2014,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Lifestyle factors and primary care specialty selection: comparing 2012-2013 graduating and matriculating medical students' thoughts on specialty lifestyle.,United States,9,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Students, Medical/psychology/statistics & numerical data), Young Adult, Surveys and Questionnaires, Primary Health Care, Time Factors, Humans, (Schools, Medical/organization & administration), United States, Career Choice, Life Style, Adult, Female, Logistic Models, Educational Measurement, Male, (Education, Medical, Undergraduate/organization & administration), Analysis of Variance, Cross-Sectional Studies",15,2,13.33,Yes,No
25250272,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Treatment and prevention of acute respiratory infections among Iranian hajj pilgrims: a 5-year follow up study and review of the literature.,Iran,,-,"Respiratory tract infections, Saudi Arabia, Iran, Prevention and control, Islam",,,-,3,1,33.33,No,No
25250257,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,From a simple chronic headache to neurobrucellosis: a case report.,Iran,,-,"Brucellosis, Papilledema, Headache",,,-,7,3,42.86,Yes,No
25250254,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Raphe nuclei echogenicity changes in major depression.,Iran,,-,"Raphe nuclei echogenicity, Major depressive disorder, Transcranial sonography (TCS)",,,-,5,1,20.00,Yes,No
25250249,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Arterial blood gas and spirometry parameters affect the length of stay in hospitalized asthmatic patients.,Iran,,-,"Length of Stay, Asthma, Hospitalization",,,-,5,1,20.00,No,No
